dataset,algorithm,param,value,n_clusters,silhouette,db_index,ari,nmi
Wine,spectral,n_neighbors,10,3,0.2828499553125854,1.3907413947652447,0.8803997758776985,0.8609456714542119
Wine,spectral,n_neighbors,20,3,0.28508806217796906,1.3878403233490062,0.9471317617859916,0.9276465009452134
Wine,spectral,n_neighbors,30,3,0.2837930570737434,1.391776873649943,0.9134057078950064,0.8822911239794234
