dataset,algorithm,param,value,n_clusters,silhouette,db_index,ari,nmi
Banknote,gmm,covariance_type,diag,2,0.3276455352002152,1.2035989357880323,0.023133958521983432,0.01921617927600773
Banknote,gmm,covariance_type,full,2,0.302053445232045,1.2781805188505377,0.0031411321394976106,0.004929697276736998
