dataset,algorithm,param,value,n_clusters,silhouette,db_index,ari,nmi
Banknote,kmeans,n_clusters,2,2,0.32905546282355036,1.1999630554438148,0.012876881069629309,0.010642014990965471
Banknote,kmeans,n_clusters,3,3,0.32707028277614714,1.071924995650498,0.07804877224122045,0.06593395731053721
Banknote,kmeans,n_clusters,4,4,0.2757263557144724,1.1839600910160903,0.10614965453176269,0.1269033529780073
