dataset,algorithm,param,value,n_clusters,silhouette,db_index,ari,nmi
Banknote,dbscan,eps,0.3,46,0.13704347072376918,1.1723215908008946,0.12926558695034737,0.3372433064437067
Banknote,dbscan,eps,0.5,8,-0.037453903321425154,1.1473564904777291,0.006124788692159121,0.08732399622109668
Banknote,dbscan,eps,0.7,4,0.01957009875506038,0.7947321623604247,0.007987748661326712,0.054352221786731436
