dataset,algorithm,param,value,n_clusters,silhouette,db_index,ari,nmi
Heart,gmm,covariance_type,diag,2,0.16252301351090423,2.19699620098434,0.3943561423442293,0.3089605755295913
Heart,gmm,covariance_type,full,2,0.15968887245939664,2.225520795525634,0.40290710618253855,0.31698302943890566
